Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
43.0,Female,Germany,Cologne,5.8,11.0,16.5,6.4,49.0,3.0,11.0,132.82,26.0,69.9,7.9,17.6,9.0,1.0,,14.8,2.0,1209.61,1077.0,0,Q2
40.0,Female,Australia,Sydney,2.3,11.0,22.1,12.2,56.2,3.0,12.0,81.64,14.0,37.4,4.0,21.8,1.0,1.0,23.4,,3.0,898.15,,0,Q1
42.0,Female,UK,London,2.1,18.0,31.6,8.4,78.2,5.0,16.900000000000002,62.32,49.0,112.44,3.6,35.1,3.0,5.0,41.3,36.9,2.0,847.02,3377.0,0,Q4
18.0,Male,USA,Los Angeles,2.7,7.0,29.3,6.8,61.0,,12.0,132.43,15.0,64.0,25.5,15.9,5.0,3.0,43.0,20.9,5.0,1722.56,3407.0,0,Q3
27.0,Male,USA,Chicago,1.3,8.0,23.6,6.5,38.7,5.0,12.0,92.57,0.0,58.4,5.9,28.7,3.0,2.0,34.8,25.2,5.0,1006.5,1677.0,0,Q2
58.0,Female,Canada,Montreal,1.5,7.0,30.1,12.6,54.6,4.0,14.0,159.31,,11.7,9.8,36.1,4.0,3.0,56.2,26.9,1.0,1963.43,1432.0,0,Q2
33.0,Female,Japan,Kyoto,1.2,7.0,16.5,4.6,69.8,1.0,5.0,178.92,23.0,,2.8,0.0,5.0,0.0,0.0,15.0,2.0,1063.79,0.0,0,Q2
18.0,Male,India,Hyderabad,10.0,10.0,14.4,9.6,58.9,,9.0,133.78,40.0,34.5,10.0,14.4,8.0,,30.5,27.3,,1428.65,1027.0,0,Q3
36.0,Male,Germany,Frankfurt,3.7,18.0,28.4,4.6,72.1,5.0,10.0,61.18,43.0,4.8,4.8,23.0,7.0,1.0,36.7,9.4,2.0,722.32,1308.0,0,Q1
40.0,Female,USA,Houston,2.8,18.0,33.0,16.6,45.6,7.0,20.0,78.36,12.0,63.4,14.7,27.5,7.0,6.0,56.2,26.9,1.0,1361.42,2326.0,0,Q1
29.0,Female,Japan,Nagoya,1.2,19.0,41.3,16.9,32.1,6.0,21.0,112.35,45.0,50.8,19.0,40.9,5.0,10.0,78.2,35.6,4.0,2188.04,,0,Q3
36.0,Male,USA,Chicago,2.7,9.0,38.7,,31.9,4.0,18.0,74.72,21.0,26.8,,25.4,5.0,1.0,,23.7,1.0,1458.89,3348.0,0,Q2
18.0,Male,USA,Houston,6.4,15.0,23.1,6.1,63.9,6.0,15.0,83.48,,40.7,3.7,43.4,6.0,1.0,0.0,19.0,1.0,1084.8,,0,Q3
43.0,Female,USA,Phoenix,1.2,0.0,26.7,4.2,50.1,,9.1,71.95,20.0,79.44,7.7,19.2,5.0,1.0,41.1,9.1,3.0,576.69,2043.0,0,Q4
39.0,Male,Germany,Munich,4.1,7.0,,5.6,67.1,1.0,3.0,128.96,2.0,48.0,2.9,16.6,7.0,0.0,,12.1,2.0,426.87,1812.0,0,Q2
53.0,Male,Japan,Yokohama,3.4,24.0,33.6,8.9,47.6,5.0,17.0,68.81,1.0,67.6,1.4,19.4,5.0,6.0,33.6,26.1,1.0,1324.73,3550.0,0,Q3
,Other,India,Bangalore,1.3,10.0,33.2,13.6,39.0,5.0,18.0,249.93,34.0,32.1,1.9,33.4,2.0,4.0,52.0,31.1,1.0,4436.36,2458.0,0,Q1
30.0,Male,USA,Houston,1.4,16.0,23.1,8.6,58.5,1.0,13.0,141.57,23.0,15.4,8.3,2.0,4.0,5.0,53.1,20.3,1.0,1647.99,1694.0,0,Q3
41.0,Male,USA,New York,1.7,8.0,18.5,3.8,56.9,3.0,8.0,48.27,16.0,62.2,6.6,14.4,4.0,1.0,,6.8,2.0,383.53,2603.0,0,Q3
42.0,Other,USA,New York,2.2,2.0,34.3,9.3,53.7,10.0,13.0,67.88,67.0,38.5,7.9,26.0,7.0,4.0,,18.8,3.0,759.66,2195.0,0,Q2
36.0,Male,UK,Manchester,3.7,18.0,27.1,8.9,49.7,,10.0,164.79,11.0,28.3,11.5,24.1,2.0,2.0,,,2.0,1891.22,1703.0,0,Q3
28.0,Female,Germany,Berlin,1.8,18.0,37.1,10.0,51.1,3.0,17.0,108.13,7.0,9.3,1.8,39.3,5.0,1.0,,,2.0,1979.04,4457.0,0,Q3
58.0,Female,Canada,Calgary,1.4,13.0,34.3,6.6,36.5,3.0,10.0,115.22,5.0,31.5,3.1,15.9,7.0,3.0,19.7,24.8,1.0,1224.02,2462.0,0,Q2
41.0,Male,Australia,Perth,0.5,2.0,11.3,2.7,61.5,6.0,4.0,138.39,16.0,27.1,2.9,0.0,6.0,1.0,0.0,,2.0,586.42,,0,Q1
44.0,Male,Japan,Tokyo,1.5,14.0,29.2,12.5,69.5,6.0,12.0,224.03,2.0,20.9,2.5,33.7,4.0,4.0,35.6,16.3,2.0,2723.12,2833.0,0,Q1
45.0,Male,Germany,Cologne,2.8,7.0,31.7,4.7,58.4,2.0,10.0,63.58,4.0,40.2,6.5,4.8,4.0,2.0,25.4,20.3,1.0,696.74,,0,Q3
33.0,Male,UK,Glasgow,1.3,10.0,24.7,14.5,50.9,10.0,11.0,192.59,30.0,51.8,9.5,24.1,6.0,5.0,34.2,13.4,1.0,1773.13,2177.0,0,Q2
,Male,France,Paris,2.8,24.0,35.1,14.3,46.1,6.0,22.1,89.17,8.0,58.44,1.9,19.3,11.0,6.0,50.5,25.8,3.0,1419.92,3594.0,0,Q4
39.0,Female,USA,Phoenix,0.7,19.0,25.8,6.2,62.0,7.0,12.0,115.84,31.0,37.2,3.8,15.6,8.0,3.0,24.4,9.8,1.0,1243.86,3079.0,0,Q2
22.0,Male,Australia,Melbourne,1.9,9.0,25.0,10.2,72.1,4.0,7.0,86.94,24.0,,3.8,17.9,11.0,1.0,27.6,9.2,2.0,687.35,2007.0,0,Q2
46.0,Female,USA,Los Angeles,3.6,11.0,24.2,6.6,41.8,5.0,10.0,79.0,10.0,20.7,4.5,50.0,8.0,3.0,43.7,16.5,3.0,742.14,2700.0,0,Q1
41.0,Male,Germany,Munich,1.1,11.0,27.9,8.7,52.1,5.0,14.3,74.07,5.0,62.4,0.1,33.1,6.0,8.0,,25.9,2.0,943.01,3576.0,0,Q4
18.0,Male,Australia,Brisbane,1.8,12.0,28.0,4.4,50.5,2.0,10.4,85.96,21.0,36.72,5.4,24.7,3.0,2.0,0.0,9.4,2.0,699.45,1490.0,0,Q4
56.0,Male,UK,Manchester,1.1,5.0,30.5,8.3,54.6,5.0,18.2,108.92,42.0,94.08,5.8,18.4,8.0,7.0,,23.0,2.0,1427.39,1772.0,0,Q4
24.0,Female,USA,Chicago,2.0,2.0,26.4,6.7,58.6,3.0,15.6,97.24,12.0,69.24,5.9,30.4,8.0,5.0,34.3,7.5,1.0,942.85,,0,Q4
45.0,Female,UK,Manchester,2.3,12.0,20.3,3.9,63.6,,8.0,170.38,4.0,49.3,0.8,22.2,7.0,1.0,11.0,17.5,,1622.45,0.0,0,Q2
28.0,Male,UK,Birmingham,1.3,1.0,15.3,6.3,73.0,1.0,6.0,117.05,12.0,63.7,11.4,21.7,4.0,2.0,58.0,9.3,2.0,791.26,279.0,0,Q3
42.0,Female,USA,Los Angeles,6.1,32.0,64.5,21.4,5.5,9.0,29.0,68.35,12.0,8.5,14.6,62.0,2.0,11.0,93.5,42.0,1.0,2069.51,3500.0,0,Q2
38.0,Male,USA,Los Angeles,5.4,6.0,,9.0,67.6,,22.1,90.92,29.0,,7.2,12.4,6.0,1.0,,10.3,4.0,1415.14,,0,Q4
37.0,Male,USA,Phoenix,1.0,3.0,17.2,7.3,44.0,3.0,8.0,90.99,45.0,57.7,2.0,10.5,6.0,4.0,18.0,14.2,3.0,596.52,2899.0,0,Q1
43.0,Male,USA,Chicago,2.8,11.0,41.1,10.8,26.9,3.0,23.4,92.17,2.0,28.92,13.1,32.2,6.0,2.0,43.0,19.5,2.0,1841.81,875.0,0,Q4
50.0,Female,USA,Chicago,6.0,7.0,35.7,10.8,51.8,1.0,13.0,82.97,81.0,82.8,2.4,23.4,5.0,5.0,,18.5,1.0,1193.63,2640.0,0,Q1
22.0,Female,India,Delhi,5.5,21.0,39.7,12.3,35.4,8.0,19.0,80.48,2.0,43.4,5.5,56.8,4.0,4.0,55.9,41.3,3.0,1282.88,3503.0,0,Q3
34.0,Male,India,Bangalore,0.2,3.0,20.6,6.2,64.0,5.0,10.0,121.76,67.0,,5.4,18.8,12.0,4.0,17.4,7.8,2.0,1082.87,1265.0,0,Q3
40.0,Male,Japan,Tokyo,10.0,27.0,43.2,17.2,42.1,16.0,24.0,147.87,16.0,54.2,1.1,45.8,1.0,9.0,51.6,32.3,2.0,4249.61,3765.0,0,Q2
52.0,Female,India,Mumbai,2.0,3.0,18.7,1.0,84.3,1.0,8.0,123.22,24.0,38.4,,8.5,2.0,0.0,0.0,11.0,1.0,1147.8,2379.0,0,Q1
24.0,Male,UK,Leeds,1.6,25.0,44.3,16.7,33.4,9.0,21.0,62.75,63.0,57.2,8.6,48.4,5.0,11.0,72.8,43.2,2.0,1091.5,4144.0,0,Q3
38.0,Male,USA,Phoenix,1.3,23.0,22.8,9.5,65.5,3.0,13.0,114.91,101.0,27.72,7.6,25.9,7.0,0.0,,26.6,4.0,1198.81,821.0,0,Q4
25.0,Male,Germany,Hamburg,1.1,20.0,31.8,13.4,44.7,,18.0,180.84,22.0,46.8,,30.9,1.0,6.0,61.8,33.5,5.0,3769.91,2546.0,0,Q3
47.0,Male,Japan,Tokyo,3.1,1.0,24.6,5.8,74.7,1.0,12.0,85.57,41.0,16.4,8.4,26.1,3.0,2.0,27.6,10.4,2.0,1150.44,1737.0,0,Q3
27.0,Female,USA,Los Angeles,0.6,4.0,28.8,,61.4,3.0,9.0,99.34,2.0,43.7,5.7,10.6,4.0,2.0,0.5,15.3,3.0,1011.13,3352.0,0,Q3
49.0,Female,Germany,Berlin,0.3,1.0,38.0,13.2,48.7,7.0,16.0,67.47,48.0,19.3,2.4,27.5,5.0,4.0,39.8,26.6,2.0,976.24,3608.0,0,Q1
35.0,Female,Canada,Calgary,0.7,27.0,36.7,14.5,49.9,9.0,25.0,134.16,15.0,62.9,10.9,20.3,4.0,4.0,,25.9,2.0,3217.4,1609.0,0,Q2
24.0,Female,UK,Birmingham,1.0,5.0,10.4,6.1,59.5,0.0,5.0,144.05,0.0,41.4,3.2,2.8,2.0,1.0,34.8,4.8,5.0,628.66,1222.0,0,Q1
48.0,Female,France,Nice,6.3,26.0,25.2,10.7,33.8,7.0,23.4,67.05,70.0,29.28,24.2,32.9,5.0,6.0,32.5,31.8,3.0,1359.01,2053.0,0,Q4
26.0,Female,USA,New York,1.0,0.0,24.8,10.5,59.5,,10.0,208.7,31.0,,7.2,2.5,5.0,1.0,33.2,15.3,2.0,2169.88,1498.0,0,Q1
48.0,Female,USA,Houston,3.0,11.0,30.2,6.8,44.6,3.0,13.0,118.32,28.0,32.4,3.6,13.1,1.0,1.0,12.4,15.5,2.0,1718.22,943.0,0,Q2
30.0,Female,USA,New York,5.2,6.0,26.5,4.8,52.8,3.0,10.0,68.13,,25.9,3.5,16.2,7.0,1.0,50.7,19.5,1.0,760.17,2831.0,0,Q3
18.0,Male,France,Toulouse,1.8,6.0,22.2,4.8,65.9,2.0,11.0,149.59,76.0,35.3,1.0,5.4,2.0,0.0,18.1,18.5,2.0,1657.31,934.0,0,Q2
,Male,Canada,Toronto,0.9,24.0,51.3,17.7,33.9,14.0,23.4,115.85,20.0,61.92,4.1,45.8,4.0,4.0,67.7,42.9,2.0,1895.41,2999.0,0,Q4
26.0,Female,India,Bangalore,6.3,8.0,28.2,11.3,48.9,4.0,13.0,153.61,2.0,93.36,4.1,21.6,5.0,3.0,37.0,,1.0,1528.35,2218.0,0,Q4
46.0,Female,USA,Chicago,3.5,15.0,35.9,9.3,56.7,0.0,10.0,199.35,22.0,21.1,3.9,33.1,7.0,2.0,30.6,25.5,1.0,1694.24,3205.0,0,Q2
,Male,Canada,Toronto,2.8,20.0,40.7,12.9,46.4,9.0,19.0,65.62,,39.4,1.8,36.1,3.0,2.0,75.7,34.2,4.0,1152.93,3083.0,0,Q2
49.0,Female,Germany,Berlin,1.6,23.0,34.8,8.0,49.1,7.0,14.0,66.76,15.0,,4.4,33.0,6.0,3.0,35.0,37.0,2.0,974.08,2432.0,0,Q1
47.0,Male,India,Hyderabad,3.0,15.0,31.0,10.8,46.3,1.0,10.0,123.93,16.0,65.8,,10.0,9.0,1.0,6.3,17.2,3.0,1184.86,1414.0,0,Q1
24.0,Female,UK,Glasgow,7.4,23.0,43.8,16.7,32.5,9.0,27.3,77.56,6.0,36.48,2.8,59.0,4.0,4.0,63.5,25.3,2.0,1547.66,2458.0,0,Q4
,Male,USA,Los Angeles,0.4,6.0,,6.0,63.3,1.0,18.0,106.33,41.0,24.2,,14.8,8.0,1.0,44.1,,,1678.66,2233.0,0,Q2
42.0,Male,Germany,Munich,1.1,11.0,26.0,10.6,58.3,1.0,13.0,77.67,23.0,16.2,3.0,26.4,4.0,1.0,5.7,16.4,2.0,1192.66,1751.0,0,Q1
18.0,Female,USA,Chicago,1.5,19.0,46.4,11.4,35.0,8.0,22.0,113.05,18.0,,5.5,56.4,2.0,8.0,65.0,26.5,2.0,2964.39,2161.0,0,Q2
18.0,Male,USA,Los Angeles,2.7,6.0,9.3,6.6,84.2,2.0,8.0,131.66,14.0,36.8,3.7,20.3,9.0,0.0,0.0,,1.0,1088.53,1043.0,0,Q1
31.0,Male,France,Lyon,2.5,2.0,6.2,5.1,73.7,3.0,5.0,124.52,14.0,30.2,19.4,23.2,6.0,0.0,8.7,9.6,2.0,538.24,899.0,0,Q2
22.0,Male,Australia,Adelaide,1.5,12.0,,,62.0,,10.0,55.27,4.0,53.7,3.3,16.2,9.0,3.0,10.9,13.6,1.0,610.59,3840.0,0,Q3
61.0,Male,USA,New York,3.2,5.0,21.7,6.2,67.5,4.0,8.0,100.79,15.0,49.0,7.5,16.7,8.0,1.0,5.2,12.1,3.0,706.98,1396.0,0,Q1
24.0,Female,USA,New York,3.6,11.0,19.1,8.6,72.4,0.0,12.0,126.04,13.0,91.2,,5.1,4.0,2.0,44.6,19.1,1.0,1569.26,2874.0,0,Q3
18.0,Male,Australia,Perth,4.5,21.0,32.1,10.0,46.6,7.0,15.0,93.16,18.0,37.4,8.7,26.6,2.0,5.0,32.7,20.8,,1367.92,1463.0,0,Q1
20.0,Female,USA,New York,4.8,13.0,36.3,,58.6,4.0,13.0,66.62,7.0,83.6,9.2,34.5,4.0,6.0,35.9,23.9,1.0,827.74,1384.0,0,Q1
43.0,Male,Australia,Perth,1.2,15.0,26.3,7.9,72.6,3.0,19.0,92.17,24.0,39.8,17.9,14.8,5.0,8.0,34.7,24.7,3.0,1503.02,2323.0,0,Q1
39.0,Female,Germany,Berlin,2.0,19.0,24.2,,26.5,3.0,21.0,115.76,0.0,16.5,,28.9,1.0,4.0,66.6,18.3,4.0,2570.4,2052.0,0,Q3
,Male,India,Bangalore,3.7,2.0,22.3,6.4,71.8,2.0,14.0,45.71,16.0,24.3,5.2,12.8,6.0,3.0,8.3,13.8,3.0,728.16,168.0,0,Q1
39.0,Male,Canada,Vancouver,3.5,4.0,15.4,3.9,59.8,2.0,7.0,148.17,3.0,74.9,3.7,23.6,5.0,1.0,29.3,10.3,2.0,1216.76,807.0,0,Q2
63.0,Male,USA,New York,1.4,19.0,39.9,13.0,41.4,10.0,26.0,89.26,32.0,10.4,7.7,45.6,1.0,5.0,48.2,37.4,5.0,2262.86,2477.0,0,Q3
36.0,Female,UK,Birmingham,1.5,15.0,37.7,7.0,52.7,5.0,19.0,115.81,11.0,25.6,7.1,35.4,4.0,10.0,50.9,20.3,2.0,2059.26,,0,Q1
55.0,Female,USA,Chicago,0.6,12.0,29.8,9.8,71.9,7.0,13.0,173.85,11.0,100.68,3.3,33.0,4.0,2.0,41.9,25.1,1.0,1636.42,1469.0,0,Q4
44.0,Male,USA,New York,1.9,16.0,22.6,10.1,52.8,,16.900000000000002,121.07,47.0,28.32,2.2,0.0,9.0,,,14.3,3.0,1563.78,,0,Q4
29.0,Male,Germany,Cologne,0.1,18.0,27.7,8.5,53.0,5.0,18.0,137.43,90.0,33.3,0.6,28.4,5.0,3.0,32.5,22.9,5.0,2147.4,,0,Q1
44.0,Female,USA,Los Angeles,6.0,27.0,43.0,9.8,37.7,,26.0,62.96,,71.04,10.6,46.1,3.0,3.0,73.7,29.2,3.0,1241.14,,0,Q4
27.0,Female,USA,Houston,5.6,0.0,21.0,6.2,64.2,1.0,6.0,94.35,24.0,23.8,2.0,,4.0,2.0,7.6,8.5,3.0,677.5,1026.0,0,Q1
44.0,Male,India,Bangalore,2.4,8.0,27.1,4.9,66.0,3.0,10.0,53.16,4.0,53.0,6.6,25.6,8.0,1.0,36.4,16.5,2.0,487.17,1915.0,0,Q2
33.0,Female,USA,New York,6.4,28.0,50.3,20.5,22.7,7.0,22.0,134.43,16.0,9.5,16.9,39.2,3.0,7.0,79.0,41.1,2.0,3150.06,5203.0,0,Q2
31.0,Female,USA,Houston,1.8,7.0,23.3,7.8,50.2,2.0,8.0,150.79,22.0,53.8,12.8,21.9,7.0,6.0,34.9,19.7,1.0,1343.25,570.0,0,Q3
53.0,Male,France,Lyon,0.4,12.0,27.5,10.3,75.3,5.0,10.0,88.1,21.0,18.4,,21.5,8.0,4.0,35.8,,3.0,1025.71,2867.0,0,Q3
39.0,Male,USA,New York,2.0,12.0,24.7,9.2,58.2,,10.4,145.92,8.0,35.16,2.7,27.7,6.0,1.0,23.7,20.8,2.0,1334.38,1950.0,0,Q4
27.0,Male,USA,Phoenix,4.0,19.0,32.6,11.9,38.2,3.0,19.0,247.34,41.0,67.0,,43.7,3.0,2.0,56.5,,1.0,4020.76,3335.0,0,Q2
27.0,Female,USA,Los Angeles,3.0,15.0,,9.7,67.3,5.0,10.0,174.6,58.0,29.1,10.1,8.8,5.0,0.0,32.4,16.2,3.0,1419.32,2463.0,0,Q2
34.0,Male,India,Delhi,0.6,17.0,30.8,13.6,49.3,3.0,16.900000000000002,58.63,6.0,8.4,0.8,25.3,5.0,7.0,48.0,29.0,1.0,768.47,4153.0,0,Q4
36.0,Male,France,Lyon,1.6,15.0,17.8,6.1,78.2,5.0,6.5,138.48,10.0,48.24,0.4,11.4,4.0,1.0,5.2,,1.0,621.12,1874.0,0,Q4
36.0,Male,Germany,Hamburg,3.0,7.0,24.2,5.5,54.9,7.0,10.0,102.02,42.0,46.4,13.6,20.6,12.0,4.0,10.6,12.9,2.0,1012.18,2335.0,0,Q2
,Female,Canada,Calgary,1.8,5.0,28.8,14.2,55.2,3.0,8.0,83.1,14.0,49.1,10.9,10.7,11.0,2.0,,22.4,2.0,683.75,2764.0,0,Q1
19.0,Female,UK,Leeds,2.9,16.0,49.6,14.2,20.6,3.0,16.0,123.26,11.0,68.6,0.7,47.6,4.0,3.0,73.2,31.5,2.0,1969.41,4570.0,0,Q1
40.0,Female,USA,Houston,2.7,0.0,9.3,6.3,62.8,0.0,14.3,111.47,8.0,93.71999999999998,6.1,11.0,3.0,1.0,2.5,,3.0,1176.93,0.0,0,Q4
53.0,Female,Germany,Berlin,2.3,16.0,24.7,,51.8,2.0,16.900000000000002,128.25,48.0,67.44,5.6,23.9,4.0,2.0,23.6,15.4,,1739.44,712.0,0,Q4
33.0,Male,France,Marseille,0.5,17.0,34.5,12.7,37.3,9.0,18.0,67.04,75.0,82.9,8.7,42.7,5.0,4.0,,24.7,2.0,1444.75,,0,Q3
61.0,Male,USA,Phoenix,2.1,11.0,22.4,8.3,65.5,5.0,10.0,158.19,3.0,4.2,8.4,29.2,6.0,0.0,28.7,25.1,1.0,1458.56,1814.0,0,Q1
18.0,Female,India,Delhi,0.4,1.0,20.7,4.9,82.7,,5.2,76.18,77.0,47.88,6.8,22.8,2.0,0.0,21.7,,1.0,292.21,1126.0,0,Q4
29.0,Male,Germany,Munich,1.7,12.0,21.1,3.6,67.5,2.0,13.0,104.46,5.0,11.2,4.1,12.5,6.0,3.0,1.6,,4.0,1285.17,883.0,0,Q2
24.0,Female,France,Paris,0.8,5.0,21.5,9.3,65.8,5.0,11.0,72.69,36.0,36.2,3.4,37.4,3.0,1.0,19.9,21.6,5.0,707.84,0.0,0,Q3
36.0,Male,India,Delhi,1.8,15.0,23.4,4.2,68.0,2.0,6.0,83.24,18.0,33.2,1.1,0.0,9.0,1.0,,8.6,2.0,582.7,1551.0,0,Q2
34.0,Male,Australia,Melbourne,3.2,10.0,13.2,2.0,65.5,1.0,7.0,103.15,,33.2,3.0,18.2,4.0,1.0,10.4,6.4,2.0,704.71,2235.0,0,Q2
64.0,Female,UK,Glasgow,2.2,0.0,20.0,4.1,73.3,4.0,10.4,153.97,18.0,51.12,10.6,14.4,6.0,1.0,23.3,22.3,2.0,1278.99,2685.0,0,Q4
48.0,Female,Canada,Toronto,0.3,0.0,27.3,4.5,48.2,4.0,6.0,155.61,27.0,52.1,2.8,19.5,6.0,1.0,1.1,20.0,2.0,1029.97,1681.0,0,Q2
48.0,Male,India,Mumbai,1.4,9.0,14.5,9.1,40.6,5.0,15.0,86.73,13.0,28.4,0.5,16.3,3.0,3.0,11.7,16.3,3.0,1544.9,1915.0,0,Q2
36.0,Male,USA,Los Angeles,5.6,13.0,25.6,5.7,60.0,5.0,12.0,120.55,60.0,38.8,1.1,19.7,6.0,2.0,39.2,9.4,1.0,1257.05,1743.0,0,Q3
26.0,Male,USA,Los Angeles,6.4,14.0,27.7,7.9,62.8,3.0,11.7,76.82,25.0,63.48,8.9,30.0,9.0,1.0,10.7,22.9,1.0,559.17,514.0,0,Q4
50.0,Male,France,Lyon,1.7,1.0,21.4,5.9,68.8,4.0,9.0,106.13,21.0,74.5,3.2,15.7,7.0,1.0,33.1,12.0,2.0,1097.08,1366.0,0,Q1
47.0,Female,Germany,Munich,0.8,6.0,17.9,7.2,54.6,2.0,6.0,187.49,12.0,30.1,7.1,5.1,8.0,0.0,10.9,4.9,2.0,1243.2,2936.0,0,Q3
34.0,Male,UK,Leeds,0.9,1.0,22.8,6.1,82.9,0.0,7.800000000000001,102.0,32.0,38.88,3.9,12.4,6.0,0.0,31.7,8.6,2.0,651.14,1964.0,0,Q4
62.0,Female,USA,Houston,2.5,15.0,45.1,11.7,47.7,6.0,18.2,131.65,13.0,85.32,11.5,28.7,5.0,4.0,26.9,24.7,2.0,2159.42,2605.0,0,Q4
27.0,Male,Canada,Vancouver,7.1,3.0,13.3,5.3,68.0,1.0,12.0,120.96,15.0,55.2,2.3,10.9,7.0,0.0,23.6,13.6,1.0,1637.36,913.0,0,Q1
31.0,Female,Japan,Nagoya,1.9,25.0,25.6,7.7,26.8,10.0,11.0,89.27,79.0,47.8,,27.7,2.0,3.0,34.2,25.1,4.0,911.74,,0,Q2
43.0,Female,UK,Manchester,4.3,12.0,35.5,10.4,58.3,5.0,12.0,77.26,6.0,75.1,1.3,30.5,3.0,4.0,,20.6,3.0,880.44,968.0,0,Q2
50.0,Male,USA,Phoenix,0.7,9.0,,5.7,67.3,1.0,7.0,115.19,7.0,24.9,3.3,4.4,10.0,1.0,24.5,17.6,1.0,812.45,,0,Q1
,Female,USA,Chicago,4.2,7.0,31.6,7.9,18.6,8.0,27.3,159.98,41.0,71.75999999999999,5.8,27.5,3.0,,0.0,20.3,3.0,3494.02,2918.0,0,Q4
40.0,Female,Germany,Frankfurt,1.8,5.0,29.4,11.0,46.3,0.0,13.0,122.82,37.0,31.32,4.7,20.1,8.0,,36.9,9.8,1.0,1213.16,1221.0,0,Q4
34.0,Female,Australia,Sydney,3.1,6.0,26.9,4.3,71.1,6.0,6.5,96.14,18.0,60.48,4.2,0.0,5.0,4.0,11.9,22.6,2.0,522.67,1942.0,0,Q4
18.0,Female,UK,Glasgow,1.2,18.0,39.7,11.0,32.0,6.0,18.2,96.9,,44.16,3.4,36.8,6.0,2.0,50.8,12.7,2.0,1366.89,2931.0,0,Q4
30.0,Female,USA,Phoenix,1.9,20.0,32.5,13.0,53.5,9.0,18.0,172.38,30.0,38.4,3.2,27.9,2.0,4.0,49.4,,3.0,3588.48,4227.0,0,Q2
46.0,Male,USA,Houston,1.5,0.0,11.4,10.1,84.1,0.0,8.0,159.28,26.0,11.7,7.4,,10.0,0.0,8.6,13.9,3.0,1328.78,0.0,0,Q2
18.0,Male,France,Nice,4.2,5.0,9.9,3.9,59.4,1.0,4.0,113.57,31.0,71.4,8.6,17.9,10.0,1.0,34.0,14.1,3.0,437.31,40.0,0,Q1
47.0,Female,USA,Phoenix,3.0,4.0,18.9,4.0,63.5,2.0,6.0,92.48,1.0,28.1,7.9,13.9,11.0,2.0,,12.2,3.0,494.51,1813.0,0,Q1
39.0,Female,Germany,Frankfurt,3.1,15.0,,8.1,62.0,3.0,7.0,71.55,6.0,21.9,1.0,17.6,7.0,0.0,3.0,13.6,1.0,480.09,3325.0,0,Q3
43.0,Male,France,Paris,3.3,13.0,27.7,6.4,65.7,5.0,11.7,188.43,19.0,18.24,,19.8,10.0,3.0,26.9,24.1,4.0,1670.18,2610.0,0,Q4
49.0,Female,USA,New York,2.4,17.0,37.0,12.5,73.5,3.0,16.0,71.03,39.0,38.3,9.7,16.5,3.0,6.0,38.7,22.5,3.0,1302.55,2414.0,0,Q1
30.0,Male,Australia,Melbourne,8.3,5.0,26.5,8.0,65.6,7.0,15.0,151.31,21.0,26.7,8.4,,5.0,1.0,4.0,11.3,4.0,2185.81,609.0,0,Q2
18.0,Male,France,Marseille,0.8,19.0,34.3,9.8,62.9,7.0,18.2,179.79,35.0,49.440000000000005,12.4,39.6,2.0,1.0,34.0,25.1,3.0,2875.41,2333.0,0,Q4
47.0,Male,India,Hyderabad,0.3,16.0,29.3,11.0,30.3,6.0,17.0,99.63,25.0,43.4,,21.5,5.0,,,20.8,1.0,1993.07,1556.0,0,Q3
28.0,Male,Australia,Adelaide,1.3,20.0,37.0,,57.6,4.0,15.0,68.9,34.0,58.8,4.8,6.3,6.0,4.0,32.0,21.6,2.0,978.59,2808.0,0,Q3
55.0,Male,UK,London,2.5,4.0,30.4,5.7,55.3,3.0,11.0,78.17,11.0,58.1,9.0,36.2,10.0,7.0,33.3,18.5,2.0,746.17,1963.0,0,Q1
18.0,Female,Germany,Cologne,3.1,15.0,38.7,9.9,39.4,6.0,15.0,80.51,1.0,67.8,14.5,37.7,5.0,3.0,36.0,23.5,2.0,1177.75,2495.0,0,Q2
50.0,Female,USA,Chicago,2.1,10.0,34.5,8.7,50.5,2.0,12.0,82.72,24.0,48.7,2.5,17.4,8.0,5.0,63.4,20.4,2.0,884.41,3212.0,0,Q1
48.0,Male,USA,Chicago,4.1,12.0,23.5,7.2,56.4,5.0,10.0,88.78,16.0,17.0,4.9,18.9,4.0,1.0,23.4,26.0,3.0,739.92,3120.0,0,Q3
20.0,Female,USA,Chicago,1.2,17.0,29.8,11.2,42.8,4.0,16.0,108.03,,42.2,,33.5,3.0,6.0,38.3,36.8,1.0,1454.94,2352.0,0,Q1
33.0,Male,USA,Chicago,5.5,1.0,24.0,5.1,55.7,0.0,21.0,105.23,52.0,22.4,,6.6,4.0,2.0,13.6,18.7,2.0,2348.63,2145.0,0,Q2
36.0,Female,UK,Glasgow,1.4,14.0,29.6,10.0,47.6,10.0,13.0,91.54,19.0,40.1,4.0,19.2,7.0,1.0,39.5,28.6,3.0,1392.3,607.0,0,Q2
